Date_Time_1,vo2_1,vo2_2,vo2_3,vo2_4,vo2_5,vo2_6,vo2_7,vo2_8,vo2_9,vo2_10,vo2_11,vo2_12,vo2_13,vo2_14,vo2_15,vo2_16,vco2_1,vco2_2,vco2_3,vco2_4,vco2_5,vco2_6,vco2_7,vco2_8,vco2_9,vco2_10,vco2_11,vco2_12,vco2_13,vco2_14,vco2_15,vco2_16,vh2o_1,vh2o_2,vh2o_3,vh2o_4,vh2o_5,vh2o_6,vh2o_7,vh2o_8,vh2o_9,vh2o_10,vh2o_11,vh2o_12,vh2o_13,vh2o_14,vh2o_15,vh2o_16,kcal_hr_1,kcal_hr_2,kcal_hr_3,kcal_hr_4,kcal_hr_5,kcal_hr_6,kcal_hr_7,kcal_hr_8,kcal_hr_9,kcal_hr_10,kcal_hr_11,kcal_hr_12,kcal_hr_13,kcal_hr_14,kcal_hr_15,kcal_hr_16,rq_1,rq_2,rq_3,rq_4,rq_5,rq_6,rq_7,rq_8,rq_9,rq_10,rq_11,rq_12,rq_13,rq_14,rq_15,rq_16,foodupa_1,foodupa_2,foodupa_3,foodupa_4,foodupa_5,foodupa_6,foodupa_7,foodupa_8,foodupa_9,foodupa_10,foodupa_11,foodupa_12,foodupa_13,foodupa_14,foodupa_15,foodupa_16,waterupa_1,waterupa_2,waterupa_3,waterupa_4,waterupa_5,waterupa_6,waterupa_7,waterupa_8,waterupa_9,waterupa_10,waterupa_11,waterupa_12,waterupa_13,waterupa_14,waterupa_15,waterupa_16,bodymass_1,bodymass_2,bodymass_3,bodymass_4,bodymass_5,bodymass_6,bodymass_7,bodymass_8,bodymass_9,bodymass_10,bodymass_11,bodymass_12,bodymass_13,bodymass_14,bodymass_15,bodymass_16,xbreak_1,xbreak_2,xbreak_3,xbreak_4,xbreak_5,xbreak_6,xbreak_7,xbreak_8,xbreak_9,xbreak_10,xbreak_11,xbreak_12,xbreak_13,xbreak_14,xbreak_15,xbreak_16,ybreak_1,ybreak_2,ybreak_3,ybreak_4,ybreak_5,ybreak_6,ybreak_7,ybreak_8,ybreak_9,ybreak_10,ybreak_11,ybreak_12,ybreak_13,ybreak_14,ybreak_15,ybreak_16,pedmeters_1,pedmeters_2,pedmeters_3,pedmeters_4,pedmeters_5,pedmeters_6,pedmeters_7,pedmeters_8,pedmeters_9,pedmeters_10,pedmeters_11,pedmeters_12,pedmeters_13,pedmeters_14,pedmeters_15,pedmeters_16,allmeters_1,allmeters_2,allmeters_3,allmeters_4,allmeters_5,allmeters_6,allmeters_7,allmeters_8,allmeters_9,allmeters_10,allmeters_11,allmeters_12,allmeters_13,allmeters_14,allmeters_15,allmeters_16,wheelmeters_1,wheelmeters_2,wheelmeters_3,wheelmeters_4,wheelmeters_5,wheelmeters_6,wheelmeters_7,wheelmeters_8,wheelmeters_9,wheelmeters_10,wheelmeters_11,wheelmeters_12,wheelmeters_13,wheelmeters_14,wheelmeters_15,wheelmeters_16
10/10/2021 21:07,2.012922,2.076871,1.957481,2.12994,1.604655,1.808119,1.500405,2.05158,1.855866,1.788737,1.168093,1.909454,1.901948,1.918702,1.819756,1.88444,1.620962,1.841645,1.738103,1.861829,1.411477,1.562953,1.394808,1.782946,1.572587,1.567096,1.057958,1.674601,1.715808,1.663887,1.607124,1.699862,0.1351044,0.169953,0.1660555,0.1654509,0.1498206,0.2267186,0.151112,0.2082082,0.1509662,0.1199118,0.1250044,0.2236851,0.2173188,0.1902591,0.1714491,0.1624829,0.5835426,0.6133084,0.5782065,0.6271966,0.4731022,0.5312653,0.4473453,0.6034328,0.5431949,0.5269572,0.3464134,0.5626359,0.5635957,0.5641118,0.5369483,0.5583977,0.8049658,0.885601,0.8873624,0.8745224,0.8802406,0.8642165,0.9299331,0.8700817,0.8475959,0.8765666,0.9069934,0.8779086,0.9024728,0.8675224,0.8830183,0.9023426,0.5252127,1.516802,1.138865,2.50326,1.526973,0.1781386,1.12153,0.1926875,0.7872161,1.358404,0.7985525,1.816963,0.2768563,0.750829,1.383406,1.141315,0.4585028,1.249265,0.6854862,0.5851126,0.7522764,0.4190284,1.082884,1.267624,0.5223387,0.1977534,0.9930435,1.593109,1.007814,0.9086632,0.8080909,0.3716159,16.90506,17.71085,16.83119,17.81555,15.2235,17.13468,16.21696,17.54402,17.75271,15.32648,17.06448,17.85298,16.785,16.76046,16.69076,15.76041,83,69,175,153,164,96,79,74,30,64,0,158,55,58,82,146,80,72,149,326,239,143,200,94,75,72,0,240,65,59,109,197,59.55075,72.09992,68.75841,101.8622,79.90852,69.58457,64.9192,86.09444,53.28667,64.10042,109.8266,63.33069,61.29522,73.28485,64.38545,78.12122,84.70509,87.1806,79.57557,118.902,99.43365,82.07384,75.41731,102.9195,74.4062,74.10686,124.5074,81.11897,70.35304,85.14821,74.43401,88.32526,1304.238,1515.465,1980.124,1029.845,1509.779,1237.677,4010.328,2817.219,895.3552,1475.998,1013.527,1933.217,2295.976,1738.271,1445.917,2386.278
10/10/2021 21:27,1.996606,2.165194,1.930979,2.188351,1.796007,1.817549,1.573858,2.148262,1.794096,1.765673,1.546735,1.886539,1.946221,1.96098,1.835266,1.863547,1.599205,1.902305,1.698606,1.953103,1.610142,1.539878,1.429482,1.860153,1.513096,1.551036,1.461038,1.708946,1.770542,1.710725,1.647964,1.677451,0.1477099,0.1774918,0.1691222,0.1694643,0.1542708,0.22946,0.1584188,0.208665,0.1509489,0.1368334,0.1363579,0.2431311,0.2219905,0.195003,0.1745314,0.1659369,0.5782408,0.6382187,0.5693189,0.6470655,0.5315327,0.5319638,0.4670149,0.6314179,0.524641,0.5204377,0.4626954,0.5594968,0.5776965,0.5772171,0.543326,0.55197,0.8011734,0.8784711,0.8798695,0.8929839,0.8966673,0.8468598,0.9080834,0.865857,0.8440275,0.8785169,0.9424253,0.9062855,0.910044,0.8729771,0.8966292,0.9009569,0.5699064,1.567203,1.138865,2.711533,1.755633,0.2123188,1.317279,0.1926875,0.8506286,1.358404,0.7985525,1.897883,0.3901415,0.750829,1.535282,1.180343,0.4732055,1.364677,0.6854862,0.6130329,0.8836153,0.4316562,1.228385,1.347729,0.5374678,0.1977534,1.032564,1.646095,1.131864,0.9749426,0.9029048,0.4176093,16.92133,17.66401,16.89863,17.87514,15.31293,17.16346,16.27897,17.54279,17.75536,15.30329,17.04333,17.93669,16.74033,16.75766,16.75207,15.79057,111,112,154,145,140,128,48,86,48,101,112,118,128,87,92,127,152,145,134,133,132,183,193,112,99,125,162,251,130,92,98,133,61.93414,74.20076,72.31584,106.2421,82.8966,71.08313,67.33364,88.75403,55.04459,66.72806,111.2069,66.45241,62.47374,74.59185,66.06647,80.80347,87.41206,89.47364,83.4052,123.9783,102.9926,83.91559,78.32333,105.7772,76.32776,76.82307,126.0804,84.8764,71.7506,86.58673,76.44936,91.36423,1609.795,1885.652,2320.613,1081.851,1725.071,1525.475,4246.12,3187.007,1128.956,1788.044,1055.379,2186.162,2670.085,2069.711,1707.274,2756.932
10/10/2021 21:47,1.938391,2.129469,1.997272,2.33031,1.695857,1.810712,1.583753,1.314571,1.792635,1.73594,1.63647,1.874626,1.96068,1.916257,1.80573,1.897026,1.595316,1.89303,1.821417,2.079765,1.547715,1.616356,1.463089,1.18726,1.566852,1.556323,1.556779,1.756637,1.810988,1.687996,1.621462,1.700446,0.1567421,0.1911015,0.1800891,0.1803718,0.1574986,0.2424437,0.1713811,0.204026,0.1682447,0.1481153,0.1507494,0.272048,0.242154,0.1983416,0.1830557,0.1716323,0.5642172,0.6291556,0.5931442,0.6890383,0.5037088,0.5354223,0.4715849,0.38963,0.5278627,0.5137578,0.4902676,0.5598444,0.5837995,0.5651335,0.534583,0.5614124,0.8230003,0.8890359,0.9121571,0.892507,0.9130877,0.8924893,0.9235086,0.90429,0.8741468,0.8966747,0.9523261,0.9367781,0.9231976,0.8810622,0.8977435,0.8968489,0.6535431,1.625047,1.138865,2.711533,1.755633,0.3565151,1.458763,0.1926875,0.9510402,1.359719,0.8157638,2.006927,0.469898,0.750829,1.580154,1.265608,0.525941,1.45843,0.6854862,0.6193531,0.9412779,0.5118595,1.398074,1.436922,0.6212158,0.2413972,1.193061,1.744918,1.227789,1.030168,0.9778973,0.4869047,16.93921,17.74092,16.89919,17.93473,15.36565,17.19224,16.34185,17.54156,17.758,15.28011,17.03265,18.01383,16.69566,16.75486,16.77343,15.82072,141,144,135,114,157,152,72,170,49,114,169,135,66,107,110,201,158,197,114,98,178,157,150,103,114,134,180,257,98,122,146,170,64.45068,76.75474,75.2915,109.8109,86.21212,73.49454,69.24855,90.54935,56.64185,70.06189,114.2051,69.32623,64.23367,77.0284,68.20122,84.69514,90.28725,92.2631,86.63927,127.7473,106.5772,86.92332,80.75661,108.3499,78.14942,80.34985,129.5508,88.43545,73.95782,89.29733,78.93819,95.59497,1892.607,2240.348,2594.051,1195.545,1952.798,1727.517,4520.276,3337.488,1334.675,2063.155,1219.801,2425.635,3032.816,2389.964,2047.04,3120.151
10/10/2021 22:07,1.962631,2.07146,2.053844,2.159914,1.771509,1.797686,1.557196,1.026985,1.728084,1.686039,1.306338,1.892539,1.803302,1.798841,1.714355,1.757536,1.693443,1.876443,1.876061,1.92142,1.607494,1.639072,1.445943,0.9387164,1.56889,1.583056,1.292386,1.768709,1.70824,1.60525,1.609567,1.598187,0.1531904,0.188408,0.1796999,0.173464,0.1581248,0.2318337,0.1635576,0.1834863,0.1617346,0.1421359,0.146534,0.3007776,0.2261782,0.1907438,0.1746043,0.1626734,0.5764606,0.6143382,0.6101475,0.6382386,0.5255644,0.5338496,0.4641675,0.3051342,0.5127342,0.5037324,0.3946594,0.5648813,0.5397676,0.5318783,0.5121872,0.5216427,0.8635634,0.9053235,0.9134944,0.8902597,0.9071869,0.9117117,0.9297256,0.9148847,0.9265432,0.947396,1.016192,0.9404472,0.9509001,0.8981433,0.9625978,0.9225796,0.7358686,1.733523,1.138865,2.746851,1.755633,0.4420774,1.554358,0.1926875,1.060836,1.368232,0.8215904,2.06783,0.5602241,0.750829,1.826074,1.31725,0.6433105,1.545896,0.7338455,0.6312999,1.009033,0.5304718,1.463654,1.436922,0.6507874,0.4290185,1.332455,1.820617,1.346387,1.033477,1.04488,0.5185242,16.97404,17.83385,16.88189,17.99432,15.41436,17.21776,16.40472,17.54034,17.76064,15.25692,17.06449,18.07618,16.65099,16.75206,16.79406,15.83646,128,101,120,106,89,92,56,80,63,82,77,122,168,78,109,124,147,136,78,220,85,137,156,61,101,78,67,195,164,84,135,167,67.52988,80.5254,78.19397,113.0733,89.80121,75.65672,71.42435,90.57668,58.15408,72.84575,116.9179,71.90459,66.29903,79.05325,70.26135,88.52013,93.71588,96.34097,89.73972,131.2608,110.3802,89.42721,83.42387,108.6872,79.89712,83.45431,132.8011,91.52696,76.51302,91.51782,81.47324,99.74691,2157.121,2525.671,2941.967,1517.48,2226.815,1983.886,4807.534,3337.488,1545.768,2321.265,1309.983,2695.806,3365.6,2723.016,2353.02,3499.914
10/10/2021 22:27,1.898713,2.027074,2.092387,2.230581,1.536278,1.867101,1.520279,1.922428,1.877767,1.886535,1.205491,1.815486,1.925974,1.90529,1.82043,1.823243,1.594223,1.816774,1.850695,1.993513,1.388816,1.652576,1.374069,1.751513,1.654941,1.757761,1.14444,1.653345,1.783038,1.622815,1.669911,1.615277,0.1715571,0.2080887,0.1985379,0.1912928,0.1716674,0.2504676,0.1818602,0.2179098,0.1788248,0.1586444,0.1547745,0.3094953,0.2458914,0.2091826,0.1943747,0.1809154,0.5547622,0.5998831,0.617578,0.6597328,0.4554301,0.5511597,0.4506685,0.5708077,0.5538388,0.5627351,0.3609954,0.5390059,0.5737383,0.5582148,0.5412741,0.5383139,0.8403919,0.8961912,0.8845381,0.8943096,0.9050791,0.8854653,0.9043966,0.9134904,0.8829452,0.93319,0.9569393,0.9121736,0.9266372,0.8515376,0.9198918,0.8853167,0.8165422,1.870481,1.138865,2.882043,1.755633,0.5040621,1.646718,0.1926875,1.180635,1.368897,0.8215904,2.194636,0.6824314,0.7597871,2.506141,1.451736,0.7352117,1.591995,0.7497867,0.6930227,1.044817,0.5634754,1.538773,1.505841,0.6507874,0.5560843,1.338192,1.836189,1.450794,1.062252,1.193263,0.5690572,17.01339,17.89257,16.86458,18.05391,15.45186,17.20898,16.4627,17.53911,17.76328,15.23373,17.19221,18.13796,16.65298,16.74926,16.80241,15.83621,214,102,153,120,47,115,56,152,56,82,0,146,86,112,77,153,231,136,105,234,62,139,168,237,52,89,0,195,102,166,74,186,71.93031,83.319,81.42895,116.7953,91.78391,77.67458,72.8649,92.23964,59.50873,74.56423,117.1106,74.32807,67.8707,81.04896,72.07301,92.53761,98.58636,99.49959,93.15712,135.4746,112.5546,91.88627,85.29298,111.1085,81.48509,85.35736,133.0494,94.6466,78.5101,93.76016,83.56225,104.1988,2364.452,2861.826,3322.461,1672.365,2429.028,2230.313,5087.601,3400.769,1758.017,2625.002,1310.795,2885.729,3709.031,3082.726,2589.224,3834.484
10/10/2021 22:47,1.832906,2.279455,1.976829,2.185897,1.801213,1.801798,1.59947,2.091318,1.841955,1.805374,1.352805,1.987991,1.997799,1.886237,1.929128,1.879046,1.54723,2.041803,1.753164,1.972297,1.635584,1.600895,1.445937,1.83804,1.611919,1.66628,1.287827,1.813709,1.845114,1.666589,1.765689,1.730058,0.1831313,0.2244041,0.2092225,0.1980286,0.1840204,0.2630804,0.198112,0.2419106,0.1867878,0.1746055,0.162648,0.3245793,0.2636538,0.2231365,0.2131819,0.1937594,0.5360832,0.6744939,0.5837809,0.6477588,0.5344523,0.5322887,0.4741631,0.6164854,0.5425156,0.5374731,0.4053444,0.5904382,0.5948414,0.5566144,0.5733327,0.5591258,0.8448004,0.8957274,0.8869632,0.9022489,0.9081388,0.8886583,0.9039229,0.8792385,0.8753008,0.9233514,0.9492415,0.9119056,0.92341,0.8812062,0.9156094,0.9207136,0.9210917,1.961499,1.138865,3.068047,1.755633,0.604598,1.763925,0.1926875,1.241619,1.368897,0.8215904,2.299095,0.7824508,0.8905864,2.506141,1.604297,0.8606978,1.673876,0.7879088,0.6930227,1.166397,0.5675009,1.642821,1.609519,0.6515157,0.6427913,1.338222,2.011178,1.573876,1.140356,1.318988,0.7002687,17.05275,17.87345,16.84728,18.1135,15.44574,17.19105,16.51281,17.53789,17.76592,15.21055,17.28814,18.1431,16.72958,16.74645,16.79715,15.83594,175,75,100,72,85,123,73,72,86,103,84,95,99,47,100,168,270,129,89,135,73,179,183,130,133,109,95,163,112,70,122,204,75.0665,85.25116,84.30202,119.4426,93.72732,80.11141,74.31734,95.10149,60.79946,77.03155,117.6845,76.16994,69.00898,83.13116,73.97259,97.61433,102.5295,101.7145,96.28348,138.8526,114.6912,94.74014,87.18861,114.286,83.00575,88.06248,133.6843,96.97939,80.0279,96.2081,85.75677,109.7563,2524.792,3185.079,3664.199,1697.274,2643.085,2478.56,5315.104,3727.824,1984.913,2928.037,1314.612,3127.584,4058.467,3324.747,2946.573,4151.952
10/10/2021 23:07,1.978152,2.119791,2.086802,2.362843,1.710904,1.871846,1.609328,2.026797,1.830573,1.891952,1.718582,1.920181,1.958197,1.919659,1.874166,1.866293,1.700156,1.905814,1.83856,2.121901,1.546507,1.663091,1.478204,1.751898,1.588616,1.766501,1.651095,1.787005,1.808849,1.722381,1.730436,1.719553,0.2054082,0.2361915,0.2237666,0.2192779,0.1997011,0.2857424,0.2096277,0.2663509,0.195974,0.1904516,0.1907363,0.3559743,0.2908154,0.2402738,0.2306,0.2139069,0.5805761,0.6277155,0.6154519,0.6995271,0.5071866,0.5529794,0.4786353,0.5955124,0.5382779,0.5645959,0.5159425,0.5726318,0.5830706,0.5682198,0.5579972,0.5554132,0.8598986,0.8993521,0.8814713,0.8981097,0.9042812,0.8884869,0.9185845,0.8639658,0.8674152,0.933735,0.9604526,0.9307067,0.9237093,0.8971776,0.9237041,0.9215377,1.030461,2.128633,1.138865,3.070701,1.755633,0.6808866,1.92905,0.2072901,1.271973,1.371376,0.8260731,2.386162,0.9139305,0.9967279,2.506141,1.711855,0.9277314,1.830578,0.8100588,0.6937024,1.180208,0.6105718,1.766544,1.691336,0.7585353,0.7093891,1.41944,2.185366,1.71753,1.274717,1.398657,0.7948452,17.0921,18.01356,16.82998,18.17309,15.41648,17.17311,16.5946,17.53666,17.76856,15.18736,17.34731,18.02052,16.80715,16.74365,16.79188,15.83568,190,141,161,124,122,132,60,130,104,129,195,154,129,91,120,174,232,212,117,114,194,144,165,228,135,154,209,271,159,104,137,187,77.86217,88.57085,86.80305,121.5993,95.59666,82.51524,75.80383,98.27045,63.30722,79.49866,121.938,78.45878,70.31163,84.97499,75.95272,101.7692,105.9392,105.3864,98.96684,141.2491,116.9084,97.53192,89.28035,117.827,85.94736,90.73212,138.4052,99.83443,81.79762,98.27802,88.00255,114.3298,2706.361,3479.818,4041.86,1765.966,2918.969,2735.72,5580.21,4074.51,2212.206,3230.126,1408.176,3405.772,4411.351,3628.686,3289.78,4491.708
10/10/2021 23:27,1.749284,2.299767,1.955536,2.331893,1.811955,1.84401,1.65098,1.992991,1.715921,1.776236,1.722147,1.719729,2.033392,2.041937,1.858173,2.047729,1.50035,2.069649,1.768899,2.076321,1.589496,1.626488,1.497433,1.758759,1.530758,1.622538,1.64112,1.610842,1.875697,1.856722,1.773708,1.113904,0.2169617,0.2436395,0.2343889,0.2370595,0.2126326,0.2950452,0.2260344,0.2811226,0.2205611,0.2023305,0.1995178,0.375894,0.29335,0.2493726,0.2366007,0.2257504,0.5131989,0.6811448,0.5797902,0.6891841,0.5339339,0.5439685,0.4897603,0.5879739,0.5073277,0.5276803,0.5161235,0.5135426,0.6052871,0.6060485,0.5570868,0.5581248,0.8595893,0.8997517,0.9047354,0.8902396,0.8773598,0.8819925,0.9078625,0.8882592,0.8923953,0.9134244,0.9538885,0.9367251,0.9222666,0.9090846,0.9544569,0.6162479,1.106506,2.24894,1.138865,3.178401,1.755633,0.7542935,2.051169,0.229035,1.43166,1.465185,0.8371742,2.451058,1.023552,1.068283,2.506141,1.808998,0.9302362,1.951181,0.8100588,0.6943653,1.180208,0.6516737,1.885962,1.841168,0.8026537,0.7642402,1.539514,2.343692,1.8369,1.371491,1.464931,0.8345022,17.1462,18.10136,16.83113,18.23269,15.38721,17.15518,16.67065,17.53544,17.7712,15.16418,17.43409,17.8931,16.88472,16.74085,16.78661,15.83542,988,176,176,96,165,171,37,144,135,118,226,320,98,56,167,108,1098,175,115,137,130,230,62,210,214,160,208,314,132,65,179,96,86.44936,92.08154,90.9025,124.2606,98.63357,86.05396,77.30976,101.8237,66.04239,83.21077,125.6139,81.30295,71.62713,86.64187,78.27367,105.9655,115.5344,109.1639,103.3541,144.2813,120.2724,101.4054,91.21829,121.8633,88.98241,94.76477,142.6526,103.6384,83.53748,100.1125,90.71918,118.9279,2819.834,3792.937,4300.363,1930.597,3204.987,2977.961,5853.676,4396.14,2411.542,3488.943,1607.057,3559.374,4785.388,3947.959,3604.928,4819.101
10/10/2021 23:47,1.639758,2.146839,2.046671,2.165672,1.727645,1.830175,1.618745,2.099462,1.262512,1.819,1.577193,1.187177,2.085014,2.047827,1.876141,1.814294,1.4092,1.911921,1.79884,1.917132,1.518332,1.615116,1.453829,1.798226,1.06997,1.657738,1.53157,1.098989,1.875506,1.876459,1.762623,1.683022,0.2568738,0.2521291,0.2390714,0.2430553,0.219775,0.3018075,0.2164088,0.3006615,0.199532,0.2047355,0.1998872,0.3622313,0.3071605,0.2573481,0.2482758,0.2246596,0.4812517,0.6345166,0.6033269,0.6393156,0.5092756,0.5399422,0.4792444,0.615769,0.3695368,0.5401284,0.4745782,0.3536489,0.617481,0.6087511,0.5606,0.5406932,0.8581997,0.8904549,0.8788529,0.8850651,0.8787419,0.8825464,0.8982188,0.8566194,0.8488744,0.9125836,0.9707028,0.9297292,0.899762,0.9164807,0.9396141,0.924218,1.202916,2.314576,1.192417,3.276315,1.858278,0.7987536,2.051169,0.2555836,1.531177,1.52099,0.8637345,2.451058,1.126786,1.162308,2.506141,1.808998,0.9707474,2.031356,0.8100588,0.7126073,1.197887,0.6830513,1.932259,1.904165,0.8877253,0.8364117,1.629627,2.375725,1.966674,1.444576,1.544397,0.8687606,17.29215,18.0804,16.8924,18.29228,15.35795,17.13725,16.68654,17.53421,17.77385,15.14099,17.07757,17.76567,16.9623,16.73805,16.78134,15.83516,705,141,133,182,158,147,74,51,50,103,181,27,94,55,88,324,698,169,186,316,208,244,128,80,26,131,189,22,111,69,92,203,105.6302,96.85555,93.81558,128.2079,103.2782,89.28339,78.36154,104.6101,67.09199,85.78802,128.9446,81.93265,73.03492,88.28629,80.71783,110.3131,136.1836,114.1942,106.599,148.6483,125.4372,105.435,92.50823,125.2301,90.5662,97.55637,146.4763,104.9794,85.34515,101.9466,93.48737,123.708,2820.611,4113.113,4639.659,2170.82,3412.244,3081.932,6199.114,4704.698,2460.856,3780.14,1704.767,3570.462,5155.801,4279.239,3924.403,5159.395
10/11/2021 0:07,1.428502,2.142001,2.092095,2.351789,1.825767,1.862365,1.63643,1.906214,0.9795438,1.788401,1.543385,1.489906,2.021027,1.986972,1.809717,1.970754,1.215695,1.924598,1.880315,2.128584,1.618249,1.654832,1.471056,1.6507,0.8381549,1.64161,1.473953,1.406605,1.830783,1.793578,1.686872,1.790123,0.246264,0.2494952,0.2389481,0.2397266,0.2208078,0.3089564,0.213411,0.2939986,0.1903698,0.1954777,0.2050105,0.3466451,0.3013561,0.2566881,0.255435,0.2314984,0.4184572,0.6342139,0.6194744,0.697357,0.5391079,0.5501896,0.4845695,0.5602838,0.2872429,0.5318225,0.4627602,0.4456455,0.5993829,0.5888613,0.5398664,0.5847971,0.8499309,0.8987144,0.8986061,0.9050702,0.8864714,0.8884142,0.899131,0.8689925,0.8545219,0.917417,0.955644,0.9428056,0.9059108,0.9026848,0.9321481,0.9084003,1.278673,2.623243,1.30093,3.414418,1.887581,0.8828639,2.051169,0.3453752,1.531177,1.701235,0.8714433,2.508022,1.185526,1.20661,2.506141,1.808998,1.012512,2.12973,0.8666921,0.7674552,1.244691,0.6860018,1.943725,2.031979,0.8877253,0.8873166,1.747163,2.415032,2.056178,1.445252,1.6666,0.9784958,17.38698,18.05944,16.95905,18.35187,15.35183,17.11931,16.69729,17.53299,17.77649,15.11781,17.41944,17.63824,17.03987,16.73525,16.77607,15.83489,116,215,154,89,114,79,74,148,0,140,345,169,119,58,119,137,156,269,184,82,98,131,115,294,19,154,397,246,161,80,101,85,109.1105,101.1241,97.26881,131.7322,106.04,91.89883,79.46704,107.2673,67.0924,88.85002,134.1361,83.10717,74.56757,89.87523,82.44146,114.7603,140.7778,118.9039,110.4193,152.7982,128.4886,108.4251,93.93381,128.4143,90.63085,100.9854,152.4325,106.5935,87.24365,103.6958,95.40253,128.6227,2820.611,4421.012,4970.063,2377.516,3678.991,3334.144,6541.312,4993.529,2460.856,4027.552,1826.087,3592.573,5553.427,4600.892,4229.201,5498.521
10/11/2021 0:27,1.342796,2.220267,1.973675,2.371119,1.750792,1.856398,1.596965,2.124252,1.07875,1.89482,1.495509,1.89129,1.887303,1.983923,1.873796,1.841525,1.140611,1.984561,1.771478,2.09036,1.52151,1.616159,1.444502,1.835328,0.9449037,1.73837,1.454095,1.796897,1.767086,1.778615,1.738715,1.707656,0.2244254,0.2447927,0.235304,0.2367454,0.2210252,0.3022655,0.2208776,0.2980603,0.1722242,0.1914481,0.2273987,0.3689254,0.3055005,0.2562424,0.2620349,0.2301433,0.3932084,0.6566998,0.5842505,0.6993911,0.5149598,0.5462123,0.4734754,0.624093,0.3177849,0.5634075,0.4501217,0.5664566,0.5635356,0.5871473,0.558459,0.548767,0.849309,0.8939303,0.897379,0.8815171,0.8688144,0.8705664,0.9048627,0.8636848,0.8760965,0.9173098,0.97509,0.9497256,0.9361061,0.8957749,0.9278422,0.9274417,1.278673,2.974478,1.518651,3.414418,1.940237,0.9741826,2.178146,0.4616621,1.531177,1.771445,0.9066625,2.682737,1.292808,1.279032,2.509905,1.808998,1.012512,2.249863,0.9589382,0.8099827,1.265144,0.6860018,2.020071,2.216958,0.8877253,0.970215,1.862788,2.51276,2.167815,1.513001,1.700118,1.051882,17.4633,18.03848,17.02571,18.41146,15.32689,17.10138,16.70651,17.53176,17.77913,15.09462,17.49983,17.51082,17.11339,16.73244,16.7708,15.83463,145,120,173,115,137,170,83,83,14,123,290,162,103,92,120,180,166,133,170,85,159,241,214,174,62,154,405,224,146,148,175,90,109.4047,104.4638,101.2603,134.2379,110.1029,95.12314,81.29002,110.348,67.10004,91.69583,140.7767,86.37685,76.13454,91.48602,84.77404,117.5476,141.5627,122.6065,114.9548,155.5706,132.8793,112.0463,96.21685,132.0541,90.74512,104.1925,160.2471,110.5876,89.20844,105.5154,98.09442,131.8146,2820.611,4743.231,5239.332,2726.531,3925.145,3599.904,6829.503,5275.986,2460.856,4338.544,1881.284,3732.842,5901.978,4936.85,4557.006,5819.732
10/11/2021 0:47,1.280766,1.659549,2.057174,2.210847,1.718928,1.882184,1.652406,2.20651,1.444496,1.891583,1.691154,2.053957,2.062523,2.04163,1.827579,1.883064,1.113898,1.460258,1.801414,1.928362,1.457943,1.643389,1.494771,1.92576,1.264753,1.762235,1.612981,1.919652,1.932099,1.885503,1.703811,1.735731,0.2165425,0.2335583,0.2356641,0.2361701,0.2228861,0.3050799,0.2167033,0.2914437,0.1802388,0.1956367,0.2238585,0.3713152,0.3211654,0.2529379,0.2622345,0.235298,0.3767683,0.4893196,0.6059811,0.650743,0.5032068,0.5541166,0.489921,0.6495447,0.4254946,0.5642257,0.5069276,0.6130668,0.6159183,0.6078857,0.5452144,0.5604524,0.8703004,0.8796708,0.8751501,0.8721498,0.8479677,0.8731422,0.9046596,0.8744221,0.8764064,0.9315496,0.953666,0.9348866,0.9366937,0.9236503,0.9321427,0.9218295,1.278747,2.982254,1.574613,3.577166,2.011544,1.029657,2.259839,0.5106154,1.573015,1.903188,0.9241076,2.797827,1.404759,1.409057,2.589587,1.810368,1.012512,2.278583,1.010631,0.8682187,1.294603,0.6860018,2.134244,2.355905,0.90076,1.161065,1.955236,2.63072,2.343904,1.591889,1.806941,1.162407,17.53963,18.01996,17.09236,18.47105,15.25375,17.08344,16.67932,17.53054,17.78177,15.07143,17.73899,17.38339,17.15987,16.72964,16.76553,15.83437,165,59,206,118,131,100,71,73,158,117,62,109,92,74,152,159,184,50,190,204,157,136,128,117,252,157,66,206,116,64,221,115,110.14,106.3139,104.529,136.474,113.689,98.61155,83.25231,112.8866,68.35477,94.78959,143.4906,89.90274,77.97253,93.87881,88.11941,120.621,142.829,124.6841,118.5277,158.2299,136.7691,116.0321,98.54348,134.8967,92.51991,107.7039,163.2986,114.5342,91.42073,108.2437,101.89,135.253,2820.611,4923.033,5589.11,3021.112,4182.399,3854.927,7117.545,5615.319,2471.567,4607.301,2079.011,3973.792,6223.626,5236.871,4849.429,6149.324
